address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2014-05-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94349164,40.65134367
3607 EAST TREMONT AVENUE,Bronx,BX,2076682,5427,50,2015-12-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82428593,40.82903851
363 GREENWICH STREET,Manhattan,MN,1002095,181,7502,2013-02-22,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34951838Z,,-74.00997089,40.71915589
3648 BAILEY AVENUE,Bronx,BX,2015988,3262,71,2012-07-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89788149,40.88370373
3671 BROADWAY,Manhattan,MN,1062457,2098,36,2014-10-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94782249,40.83085399
3671 BROADWAY,Manhattan,MN,1062457,2098,36,2013-12-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94782249,40.83085399
3671 BROADWAY,Manhattan,MN,1062457,2098,36,2013-06-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94782249,40.83085399
369 36 STREET,Brooklyn,BK,3010269,692,46,2013-03-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00461477,40.65456543
369 WEST 46 STREET,Manhattan,MN,1025079,1037,103,2014-11-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99016116,40.76101729
37 ST JAMES PLACE,Manhattan,MN,1001393,116,49,2014-01-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99896969,40.71225278
37-11 57 STREET,Queens,QN,4027683,1212,66,2013-10-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90514646,40.7499058
37-64 90 STREET,Queens,QN,4036331,1477,34,2015-06-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87682807,40.74873916
37-82 103 STREET,Queens,QN,4044242,1768,49,2013-10-05,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35065307J,,-73.86360745,40.75113505
3758 EAST TREMONT AVENUE,Bronx,BX,2080352,5562,16,2015-06-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82168519,40.8258803
3758 EAST TREMONT AVENUE,Bronx,BX,2080352,5562,16,2016-05-14,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35169013K,051416CNEAC01,-73.82168519,40.8258803
375A 5 AVENUE,Brooklyn,BK,3021383,988,2,2012-07-14,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985408Y,071412CNETZ01,-73.98439309,40.67101777
377 EAST 98 STREET,Brooklyn,BK,3348018,3594,5,2013-03-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91603956,40.65908484
377 EAST 98 STREET,Brooklyn,BK,3348018,3594,5,2012-10-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91603956,40.65908484
377 EAST 98 STREET,Brooklyn,BK,3348018,3594,5,2014-01-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91603956,40.65908484
3785 VICTORY BOULEVARD,Staten Island,SI,5042067,2786,29,2013-04-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.18217106,40.59756434
38-10 DITMARS BOULEVARD,Queens,QN,4823881,805,128,2015-10-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,,
38-12 65 STREET,Queens,QN,4447896,1219,1,2013-03-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89897457,40.74647352
38-19 69 STREET,Queens,QN,4029697,1282,4,2016-10-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89609168,40.74663433
38-22 108 STREET,Queens,QN,4531250,1775,7502,2017-04-29,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245116P,042917CNESC02,-73.85956289,40.7516123
38-22 108 STREET,Queens,QN,4531250,1775,7502,2012-12-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006476K,113012CNEJM01,-73.85956289,40.7516123
380 COLUMBUS AVENUE,Manhattan,MN,1030257,1150,29,2013-10-18,MARCH: NO PA PERMIT/ECB NOV ISSUED,35030560N,,,
3801 10 AVENUE,Manhattan,MN,1064495,2200,5,2013-01-11,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34925570H,011113CERDG01,-73.92016551,40.86223807
3804 BROADWAY,Queens,QN,4010407,656,35,2017-06-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91975798,40.75905005
3805 10 AVENUE,Manhattan,MN,1064495,2200,5,2013-01-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92016551,40.86223807
3813 BOSTON ROAD,Bronx,BX,2097416,4918,1,2014-03-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8382656,40.8818248
3813 BOSTON ROAD,Bronx,BX,2097416,4918,1,2013-11-22,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35030570R,,-73.8382656,40.8818248
3813 BOSTON ROAD,Bronx,BX,2097416,4918,1,2013-02-22,MARCH: NO PA PERMIT/ECB NOV ISSUED,34995246J,,-73.8382656,40.8818248
382 FOREST AVENUE,Staten Island,SI,5006935,252,6,2014-01-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081113L,,-74.10203317,40.63076392
383 3 AVENUE,Manhattan,MN,1019872,908,5,2016-12-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98083825,40.74152468
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2016-02-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168900M,021916CERMT71,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2017-07-15,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35263663N,071517CERJM07,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2016-02-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168210P,021919CERDM02,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2016-10-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212713M,093016CNETV02,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2016-02-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168210P,021916CERMT71,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2016-10-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212713M,093016CNEAC02,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2017-07-15,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35263663N,071517CERJM08,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2017-07-15,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35263661J,071517CERJM08,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2016-02-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168900M,021919CERDM02,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2016-10-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212714Y,093016CNETV02,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2017-07-15,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35263661J,071517CERJM07,-73.86162999,40.88510345
3848 WHITE PLAINS ROAD,Bronx,BX,2058183,4669,44,2016-10-01,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212714Y,093016CNEAC02,-73.86162999,40.88510345
3855 BRONXWOOD AVENUE,Bronx,BX,2095081,4680,1,2015-02-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85650704,40.88343797
3855 BRONXWOOD AVENUE,Bronx,BX,2095081,4680,1,2012-12-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85650704,40.88343797
3855 BRONXWOOD AVENUE,Bronx,BX,2095081,4680,1,2014-09-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85650704,40.88343797
3858 FLATBUSH AVENUE,Brooklyn,BK,3814896,8590,190,2012-08-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,,
3858 FLATLAND AVENUE,Brooklyn,BK,3219313,7859,141,2012-06-16,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,34951780P,06152012CERFC01,,
3858 FLATLAND AVENUE,Brooklyn,BK,3219313,7859,141,2012-06-16,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34951779H,061512CERLP01,,
3858 FLATLANDS AVENUE,Brooklyn,BK,3219313,7859,141,2012-06-16,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34951781R,061612CERFC01,,
386 VAN DUZER STREET,Staten Island,SI,5113084,518,4,2015-05-30,MARCH: NO PA PERMIT/ECB NOV ISSUED,35137138H,"053115CNETV01,02",-74.08017449,40.62881938
386 VAN DUZER STREET,Staten Island,SI,5113084,518,4,2015-05-30,MARCH: NO PA PERMIT/ECB NOV ISSUED,35137139J,"053115CNETV01,02",-74.08017449,40.62881938
388 VAN DUZER STREET,Staten Island,SI,5108795,518,4,2015-05-31,MARCH: NO PA PERMIT/ECB NOV ISSUED,35126464J,"053115CNEAC01,021",-74.08017449,40.62881938
388 VAN DUZER STREET,Staten Island,SI,5108795,518,4,2015-05-31,MARCH: NO PA PERMIT/ECB NOV ISSUED,35126746H,"053115CNEAC01,021",-74.08017449,40.62881938
39 ELDRIDGE STREET,Manhattan,MN,1003900,301,30,2012-10-20,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000506P,101912PANEJM02,-73.99349319,40.71571539
39 ELDRIDGE STREET,Manhattan,MN,1003900,301,30,2012-10-20,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000504L,101912PANEJM02,-73.99349319,40.71571539
39 ELDRIDGE STREET,Manhattan,MN,1003900,301,30,2012-10-20,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000504L,101912PANEJM01,-73.99349319,40.71571539
39 ELDRIDGE STREET,Manhattan,MN,1003900,301,30,2016-06-25,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180170L,062516CNEJM01,-73.99349319,40.71571539
39 ESSEX STREET,Manhattan,MN,1004040,310,26,2016-05-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98971533,40.71624044
39-01 104 STREET,Queens,QN,4442976,1776,78,2012-07-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86178327,40.75063181
39-09 104 STREET,Queens,QN,4044658,1776,74,2015-01-23,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,-73.86164639,40.7503681
39-09 104 STREET,Queens,QN,4044658,1776,74,2015-11-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86164639,40.7503681
39-09 104 STREET,Queens,QN,4044658,1776,74,2015-06-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86164639,40.7503681
39-09 104 STREET,Queens,QN,4044658,1776,74,2014-01-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86164639,40.7503681
39-09 104 STREET,Queens,QN,4044658,1776,74,2014-08-24,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86164639,40.7503681
39-14 104 STREET,Queens,QN,4044385,1770,88,2012-12-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86229523,40.75042966
39-14 104 STREET,Queens,QN,4044385,1770,88,2012-07-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985478J,,-73.86229523,40.75042966
39-14 104 STREET,Queens,QN,4044385,1770,88,2016-11-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86229523,40.75042966
39-14 104 STREET,Queens,QN,4044385,1770,88,2015-06-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86229523,40.75042966
39-24 BELL BOULEVARD,Queens,QN,4137571,6237,118,2012-08-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.77180116,40.76455542
390 EAST 204 STREET,Bronx,BX,2017896,3331,48,2015-05-09,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126976N,"051015CNELCO01,DM01",-73.8772405,40.87119888
390 EAST 204 STREET,Bronx,BX,2017896,3331,48,2015-05-09,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126884X,"051015CNELCO01,DM01",-73.8772405,40.87119888
3904 WHITE PLAINS ROAD,Bronx,BX,2063319,4836,42,2012-02-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86122591,40.88581235
3904 WHITE PLAINS ROAD,Bronx,BX,2063319,4836,42,2013-05-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86122591,40.88581235
391 HOWARD AVENUE,Brooklyn,BK,3332534,1452,11,2013-03-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91932403,40.67419308
3915 BROADWAY,Manhattan,MN,1063371,2137,141,2017-03-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94225256,40.83841498
3920 BROADWAY,Manhattan,MN,1062926,2122,69,2012-08-04,MARCH: NO PA PERMIT/ECB NOV ISSUED,34951852P,080412PANEDG04,-73.94115476,40.83845342
3920 BROADWAY,Manhattan,MN,1062926,2122,69,2012-12-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94115476,40.83845342
395 WYTHE AVENUE,Brooklyn,BK,3251760,2470,7,2015-07-02,VACATE,35111389R,"112314CNEMR0202,DG01",-73.96635716,40.71114334
395 WYTHE AVENUE,Brooklyn,BK,3251760,2470,7,2015-07-02,VACATE,35111390Y,"112314CNEMR0202,DG01",-73.96635716,40.71114334
395 WYTHE AVENUE,Brooklyn,BK,3251760,2470,7,2014-11-23,VACATE,35111390Y,"112314CNEMR0202,DG01",-73.96635716,40.71114334
395 WYTHE AVENUE,Brooklyn,BK,3251760,2470,7,2014-11-23,VACATE,35111389R,"112314CNEMR0202,DG01",-73.96635716,40.71114334
3950 10 AVENUE,Manhattan,MN,1064872,2229,32,2012-06-30,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34952089P,063012CNEGA03,-73.91723202,40.86733999
3950 10 AVENUE,Manhattan,MN,1064872,2229,32,2012-06-30,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34952090M,063012CNEGA03,-73.91723202,40.86733999
3956 10 AVENUE,Manhattan,MN,1064872,2229,32,2013-01-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91723202,40.86733999
3964 10 AVENUE,Manhattan,MN,1064872,2229,32,2016-07-23,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35179923Z,072316CNEJM02,-73.91723202,40.86733999
3964 10 AVENUE,Manhattan,MN,1064872,2229,32,2017-03-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91723202,40.86733999
4 SAINT PAULS AVENUE,Staten Island,SI,5014530,569,53,2014-02-19,VACATE,35081113L,,-74.07828109,40.63766927
4 SAINT PAULS AVENUE,Staten Island,SI,5014530,569,53,2014-01-12,VACATE,35081113L,,-74.07828109,40.63766927
40 AVENUE C,Manhattan,MN,1004379,373,1,2013-03-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98020878,40.7217843
40 AVENUE C,Manhattan,MN,1004379,373,1,2013-03-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98020878,40.7217843
40 EAST 4 STREET,Manhattan,MN,1080074,531,37,2013-05-23,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35005632Z,,-73.99197678,40.72707175
40 MARKET STREET,Manhattan,MN,1003285,275,27,2016-12-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99411552,40.71244187
40 WEST 8 STREET,Manhattan,MN,1008940,553,21,2014-10-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99837636,40.73292792
40-05 BELL BOULEVARD,Queens,QN,4138270,6288,8,2014-10-10,MARCH: NO PA PERMIT/ECB NOV ISSUED,35103547N,101114PANEJM01,-73.77085655,40.76407408
40-08 74 STREET,Queens,QN,4030472,1305,133,2015-12-13,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35137084L,121315CERLP01,-73.89163251,40.74645573
40-08 74 STREET,Queens,QN,4030472,1305,133,2015-07-10,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35097046R,071115CNEAC03/04/05,-73.89163251,40.74645573
40-08 74 STREET,Queens,QN,4030472,1305,133,2015-07-10,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35136742J,071115CNEAC03/04/05,-73.89163251,40.74645573
40-08 74 STREET,Queens,QN,4030472,1305,133,2015-07-10,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35097047Z,071115CNEAC03/04/05,-73.89163251,40.74645573
40-09 BELL BOULEVARD,Queens,QN,4138269,6288,7,2014-10-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.77082594,40.76400001
40-15 WARREN STREET,Queens,QN,4437161,1594,23,2017-04-22,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35244110J,042217PANETV02,-73.86983796,40.74869287
40-30 NATIONAL STREET,Queens,QN,4048541,1974,20,2014-02-15,MARCH: NO PA PERMIT/ECB NOV ISSUED,35064655L,021514PANER03,-73.86330161,40.74897146
40-30 NATIONAL STREET,Queens,QN,4048541,1974,20,2014-02-15,ECB VIOLATION SERVED,35064655L,,-73.86330161,40.74897146
40-32 NATIONAL STREET,Queens,QN,4048541,1974,20,2013-10-26,MARCH: NO PA PERMIT/ECB NOV ISSUED,35029713R,,-73.86330161,40.74897146
400 CLAREMONT PARKWAY,Bronx,BX,2009395,2896,95,2012-06-02,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9051973,40.83947416
4001 AVENUE H,Brooklyn,BK,3213275,7724,1,2012-09-15,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,34925375M,091512CNELA01,-73.93767608,40.63246415
4001 AVENUE H,Brooklyn,BK,3412410,7724,1,2013-10-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35030002Z,,-73.93767608,40.63246415
4011 EAST TREMONT AVENUE,Bronx,BX,2077283,5445,33,2013-03-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.81758194,40.82030789
4012 BOSTON ROAD,Bronx,BX,2072483,5263,59,2014-03-28,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35091279K,032814PANEDM03,-73.83221893,40.88400361
4015 QUEENS BOULEVARD,Queens,QN,4002492,189,45,2012-06-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92353529,40.74414154
4026 10 AVENUE,Manhattan,MN,1064887,2232,9,2015-10-29,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35213303Y,102916CERFC01,-73.91561569,40.86942014
404 WEST 202 STREET,Manhattan,MN,1064489,2198,18,2013-01-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,34925571J,011213PAERDG01,-73.91979875,40.86045105
405 AMSTERDAM AVENUE,Manhattan,MN,1031752,1210,1,2012-12-16,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000130X,,-73.97784627,40.78322437
405 WEST 39 STREET,Manhattan,MN,1087999,737,30,2013-09-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99433246,40.75684274
406 3 AVENUE,Brooklyn,BK,3021542,991,37,2012-07-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98985617,40.67331062
406 BROOME STREET,Manhattan,MN,1066733,482,7501,2012-08-17,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955385N,081712PANESS01,-73.99774001,40.72120258
406 BROOME STREET,Manhattan,MN,1066733,482,7501,2012-08-17,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985493H,081712PANESS01,-73.99774001,40.72120258
407 8 AVENUE,Manhattan,MN,1013533,754,38,2012-09-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99546567,40.75001173
407 REMSEN AVENUE,Brooklyn,BK,3101719,4665,71,2012-09-15,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,34940524M,091512CNELA01,-73.92288117,40.65583272
408 WEST 15 STREET,Manhattan,MN,1012538,712,40,2016-02-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35161424Z,"021316CNEDG01,02,03",-74.00579204,40.74177719
408 WEST 15 STREET,Manhattan,MN,1012538,712,40,2016-12-09,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35212741J,120916PANEAC01,-74.00579204,40.74177719
408 WEST 15 STREET,Manhattan,MN,1012538,712,40,2016-02-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168950K,"021316CNEDG01,02,03",-74.00579204,40.74177719
408 WEST 15 STREET,Manhattan,MN,1012538,712,40,2016-02-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168951M,"021316CNEDG01,02,03",-74.00579204,40.74177719
409 WEST 13 STREET,Manhattan,MN,1012239,646,49,2015-10-09,MARCH: NO PA PERMIT/ECB NOV ISSUED,35161198J,100915CNERWS05,-74.00632804,40.74071009
409 WEST 13 STREET,Manhattan,MN,1012239,646,49,2014-10-11,MARCH: NO PA PERMIT/ECB NOV ISSUED,35111477R,101214CERFC02,-74.00632804,40.74071009
409 WEST 13 STREET,Manhattan,MN,1012239,646,49,2014-10-12,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35111477R,101214CERFC02,-74.00632804,40.74071009
409 WEST 14 STREET,Manhattan,MN,1012532,712,24,2013-09-28,MARCH: NO PA PERMIT/ECB NOV ISSUED,35030553P,092813CNETZ02,-74.005989,40.74150859
41-02 COLLEGE POINT BOULEVARD,Queens,QN,4441757,5063,7,2012-09-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83387161,40.75591811
411 3 AVENUE,Manhattan,MN,1019911,909,54,2017-06-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98019015,40.74236801
411 3 AVENUE,Manhattan,MN,1019911,909,54,2014-01-19,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081277H,,-73.98019015,40.74236801
411 THIRD AVENUE,Manhattan,MN,1019911,909,54,2015-12-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98019015,40.74236801
4139 BOSTON ROAD,Bronx,BX,2066563,4953,124,2014-03-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82686228,40.88675321
4139 BOSTON ROAD,Bronx,BX,2066563,4953,124,2015-08-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82686228,40.88675321
4139 BOSTON ROAD,Bronx,BX,2066563,4953,124,2014-09-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82686228,40.88675321
4139 BOSTON ROAD,Bronx,BX,2066563,4953,124,2013-11-22,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35030568H,,-73.82686228,40.88675321
414 EAST 138 STREET,Bronx,BX,2000240,2282,11,2013-04-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,35010708M,,-73.92246935,40.80861947
414 EAST 138 STREET,Bronx,BX,2000240,2282,11,2013-04-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,35014777Y,,-73.92246935,40.80861947
4141 BOSTON ROAD,Bronx,BX,2066562,4953,122,2012-06-21,PLEASE SEE COMPLAINT NUMBER,,,-73.8267023,40.88682046
4141 BOSTON ROAD,Bronx,BX,2066562,4953,122,2012-06-21,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34940142R,,-73.8267023,40.88682046
4141 BOSTON ROAD,Bronx,BX,2066562,4953,122,2012-12-15,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000336L,121512PANETV01,-73.8267023,40.88682046
415 FOREST AVENUE,Staten Island,SI,5003239,132,4,2014-01-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081110X,,-74.10330379,40.63107605
415 FOREST AVENUE,Staten Island,SI,5003239,132,4,2014-01-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081114N,,-74.10330379,40.63107605
416 WEST 203 STREET,Manhattan,MN,1064493,2199,34,2016-02-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92002477,40.86120394
4160 BROADWAY,Manhattan,MN,1063558,2145,11,2016-10-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93788164,40.84699389
4160 BROADWAY,Manhattan,MN,1063558,2145,11,2016-10-24,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93788164,40.84699389
4160 BROADWAY,Manhattan,MN,1063558,2145,11,2017-03-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93788164,40.84699389
4168 BROADWAY,Manhattan,MN,1063560,2145,15,2013-11-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9376581,40.84734472
417 WEST 202 STREET,Manhattan,MN,1064493,2199,34,2016-10-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92002477,40.86120394
418 JERSEY STREET,Staten Island,SI,5001085,47,112,2013-10-25,BUILDINGS VIOLATION(S) SERVED,35011310R,102513CERLP01,-74.08777561,40.63803603
4181 BROADWAY,Manhattan,MN,1064272,2176,74,2016-10-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93833712,40.84786607
42-06 COLLEGE POINT BOULEVARD,Queens,QN,4115018,5065,9,2016-01-17,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168643K,011716PANEMR01,-73.8336746,40.75435313
42-06 COLLEGE POINT BOULEVARD,Queens,QN,4115018,5065,9,2017-05-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8336746,40.75435313
42-07 162 STREET,Queens,QN,4121766,5393,116,2017-05-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.80384906,40.75991515
42-17 102 STREET,Queens,QN,4048571,1977,1,2012-10-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86279363,40.74745072
42-22 NATIONAL STREET,Queens,QN,4040515,1617,26,2012-10-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955395R,10062012CNESS01,-73.86392641,40.74697495
42-24 BELL BOULEVARD,Queens,QN,4138221,6284,36,2012-08-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.77048197,40.76194697
